t # 0
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000621 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0001292 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0014720 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0018065 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030358 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044228 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0049107 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0021990 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0046292 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042669 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0027865 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000034 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044540 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041164 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000984 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0039773 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0026718 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0025361 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044425 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0007708 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030266 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0037309 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0004630 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0038875 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030686 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0016721 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0023931 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044163 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000255 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0010808 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0002019 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0048258 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041813 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044089 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0034164 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0036971 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0017516 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042518 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030199 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0045006 ArtifactExistence.DamageDestroyDisableDismantle.Damage
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0047162 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007364 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007581 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0044250 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002973 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0035978 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006872 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002086 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039779 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0048465 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0035864 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017141 Cognitive.IdentifyCategorize.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003316 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039988 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036616 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0044276 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0021732 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0015787 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005856 ArtifactExistence.ManufactureAssemble.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033134 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025649 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016479 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004721 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0049132 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0045328 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0045579 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030168 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013620 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010121 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0046375 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039043 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030129 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0045872 Medical.Intervention.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003549 ArtifactExistence.DamageDestroyDisableDismantle.Damage
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003653 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030122 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0044835 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039346 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0028477 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0043730 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0009659 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006710 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018890 GenericCrime.GenericCrime.GenericCrime
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0014486 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0046926 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0022333 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025828 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0043594 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016238 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0026231 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011635 ArtifactExistence.DamageDestroyDisableDismantle.Damage
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018308 ArtifactExistence.DamageDestroyDisableDismantle.Damage
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0037414 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002678 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030795 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0014885 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042746 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0024350 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006362 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0046790 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003999 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004975 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036696 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005325 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003707 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0026149 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0037934 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001437 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0050504 Contact.ThreatenCoerce.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0020156 Contact.ThreatenCoerce.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016392 Contact.ThreatenCoerce.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0045074 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0029549 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003408 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012418 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0035834 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031117 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006699 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019344 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010180 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031807 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0008586 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012096 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0022685 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033227 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042004 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0029755 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005991 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0026988 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0008550 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0038413 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0037501 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0020183 ArtifactExistence.DamageDestroyDisableDismantle.Destroy
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0047102 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000271 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0049746 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0014672 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005472 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004424 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0014288 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0041683 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031105 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000939 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0043464 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0045901 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025356 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007783 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0015440 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019551 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0014615 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0050507 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0024514 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018299 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042562 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033384 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018669 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011062 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0029608 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0028083 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007038 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012452 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036697 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0035193 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0047707 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0020910 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031661 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0043184 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002041 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005682 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0026226 Conflict.Demonstrate.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016523 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002626 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012637 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039220 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003471 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0048876 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001335 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004687 Contact.ThreatenCoerce.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006888 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0047921 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010754 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0035250 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0022124 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0023443 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0024863 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001027 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025552 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0038622 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000286 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006059 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025037 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000344 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005791 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0044597 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039463 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0008759 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004808 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0021081 Medical.Intervention.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002455 Cognitive.Inspection.SensoryObserve
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0020515 Cognitive.Inspection.SensoryObserve
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025236 Cognitive.Inspection.SensoryObserve
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003220 Movement.Transportation.PreventPassage
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000179 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016297 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0040166 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000267 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0034663 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003589 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006459 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0035489 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010852 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000998 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000784 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0041373 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006172 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0041950 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003015 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004123 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0022154 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0021770 Contact.ThreatenCoerce.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025635 Contact.ThreatenCoerce.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0024283 Contact.ThreatenCoerce.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006462 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042556 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0032945 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004089 Justice.Acquit.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036416 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033873 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0032060 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012224 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012151 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019463 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0044941 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0023335 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000145 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0047202 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0021291 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016215 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030027 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011776 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025399 Contact.RequestCommand.Broadcast
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0040021 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012362 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0029516 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0026243 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017705 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030592 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011201 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0034718 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006717 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0032667 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031364 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0028682 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0028282 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0050104 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0022658 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003110 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000198 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006842 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0044875 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003663 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002496 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031991 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016483 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018863 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0009668 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0047049 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017895 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0046240 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0009837 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0008797 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0027189 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039443 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0027656 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042967 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005535 Justice.Convict.Unspecified
