t # 0
v 0 0
v 1 1
v 2 2
v 3 0
v 4 0
v 5 0
v 6 0
v 7 0
v 8 0
v 9 0
v 10 0
v 11 3
v 12 0
v 13 4
v 14 5
v 15 6
v 16 2
v 17 2
v 18 6
v 19 6
v 20 6
v 21 7
v 22 6
v 23 6
v 24 5
v 25 6
v 26 6
v 27 6
v 28 1
v 29 8
v 30 7
v 31 5
v 32 1
v 33 1
v 34 6
v 35 1
v 36 9
v 37 7
e 72 95 0
e 72 96 0
e 73 118 0
e 73 119 0
e 73 97 0
e 73 98 0
e 75 99 0
e 76 100 0
e 76 101 0
e 77 113 0
e 77 102 0
e 78 103 0
e 78 109 0
e 79 113 0
e 79 104 0
e 87 117 0
e 87 105 0
e 87 106 0
e 87 107 0
e 97 119 0
e 97 118 0
e 98 108 0
e 103 109 0
e 104 110 0
e 104 111 0
e 104 112 0
e 104 113 0
e 104 114 0
e 105 115 0
e 105 116 0
e 106 117 0
e 108 118 0
e 108 119 0
e 118 119 0
t # 36
v 0 6
v 1 0
v 2 13
v 3 2
v 4 0
v 5 6
v 6 0
v 7 26
v 8 3
v 9 6
v 10 2
v 11 3
v 12 35
v 13 3
v 14 31
v 15 14
v 16 6
v 17 13
v 18 2
v 19 2
v 20 14
v 21 13
v 22 13
v 23 17
v 24 13
e 0 21 0
e 1 5 0
e 1 15 0
e 1 4 0
e 1 6 0
e 1 3 0
e 2 17 0
e 2 9 0
e 2 10 0
e 2 22 0
e 2 8 0
e 2 19 0
e 3 15 0
e 3 4 0
e 3 5 0
e 3 6 0
e 4 5 0
e 4 6 0
e 5 15 0
e 6 15 0
e 6 24 0
e 6 20 0
e 6 7 0
e 6 12 0
e 6 8 0
e 7 8 0
e 7 11 0
e 7 24 0
e 7 20 0
e 8 19 0
e 8 17 0
e 8 24 0
e 8 20 0
e 8 9 0
e 8 10 0
e 8 23 0
e 8 22 0
e 8 15 0
e 8 14 0
e 8 13 0
e 8 12 0
e 8 11 0
e 10 16 0
e 11 20 0
e 11 22 0
e 11 24 0
e 11 14 0
e 11 12 0
e 11 15 0
e 11 13 0
e 11 19 0
e 12 20 0
e 12 24 0
e 12 14 0
e 12 15 0
e 13 16 0
e 13 23 0
e 13 22 0
e 13 17 0
e 13 24 0
e 13 21 0
e 13 18 0
e 13 19 0
e 14 20 0
e 14 24 0
e 14 23 0
e 15 24 0
e 15 20 0
e 17 24 0
e 17 22 0
e 18 21 0
e 19 22 0
e 19 24 0
e 20 24 0
e 21 24 0
e 21 22 0
e 22 24 0
e 22 23 0
e 23 24 0
t # 37
v 0 13
v 1 0
v 2 34
v 3 0
v 4 13
v 5 13
v 6 2
v 7 2
v 8 0
v 9 13
v 10 13
v 11 2
v 12 0
v 13 12
v 14 0
v 15 13
v 16 0
v 17 3
v 18 0
v 19 2
v 20 6
v 21 6
v 22 13
v 23 6
v 24 2
v 25 6
v 26 6
v 27 2
v 28 13
v 29 2
v 30 0
v 31 13
v 32 0
v 33 6
v 34 13
v 35 8
v 36 0
v 37 2
v 38 6
v 39 14
v 40 13
v 41 2
e 0 9 0
e 1 40 0
e 1 39 0
e 1 17 0
e 1 28 0
e 1 36 0
e 2 25 0
e 2 41 0
e 2 32 0
e 2 10 0
e 2 17 0
e 3 15 0
e 3 17 0
e 3 18 0
e 3 30 0
e 3 11 0
e 3 13 0
e 4 37 0
e 4 41 0
e 4 32 0
e 4 17 0
e 6 12 0
e 7 17 0
e 7 41 0
e 8 17 0
e 8 13 0
e 8 14 0
e 10 22 0
e 10 40 0
e 10 28 0
e 10 25 0
e 10 17 0
e 11 17 0
e 11 18 0
e 11 30 0
e 11 15 0
e 13 17 0
e 13 30 0
e 13 16 0
e 13 18 0
e 15 17 0
e 16 18 0
e 17 41 0
e 17 31 0
e 17 19 0
e 17 34 0
e 17 33 0
e 17 20 0
e 17 21 0
e 17 22 0
e 17 40 0
e 17 23 0
e 17 24 0
e 17 38 0
e 17 25 0
e 17 26 0
e 17 32 0
e 17 39 0
e 17 27 0
e 17 37 0
e 17 28 0
e 17 29 0
e 17 36 0
e 18 30 0
e 19 34 0
e 20 31 0
e 21 34 0
e 22 41 0
e 22 32 0
e 23 33 0
e 24 34 0
e 26 35 0
e 26 38 0
e 28 40 0
e 28 36 0
e 28 39 0
e 32 41 0
e 32 37 0
e 35 38 0
e 36 39 0
e 36 40 0
e 37 41 0
t # 38
v 0 18
v 1 2
v 2 11
v 3 3
v 4 0
v 5 2
v 6 2
v 7 2
v 8 13
v 9 12
v 10 6
v 11 0
v 12 2
v 13 2
v 14 0
v 15 2
v 16 11
v 17 2
v 18 2
v 19 0
v 20 0
v 21 10
v 22 3
v 23 2
v 24 0
v 25 2
v 26 2
v 27 0
v 28 1
v 29 0
v 30 17
v 31 2
v 32 2
v 33 2
v 34 10
v 35 2
v 36 6
v 37 2
e 0 22 0
e 0 29 0
e 1 22 0
e 1 11 0
e 1 30 0
e 1 23 0
e 1 34 0
e 1 20 0
e 1 19 0
e 1 17 0
e 1 14 0
e 2 22 0
e 3 24 0
e 3 21 0
e 3 19 0
e 4 22 0
e 4 36 0
e 4 33 0
e 5 22 0
e 5 25 0
e 6 22 0
e 6 12 0
e 6 36 0
e 7 22 0
e 8 13 0
e 8 22 0
e 10 22 0
e 11 35 0
e 11 22 0
e 11 30 0
e 11 32 0
e 11 20 0
e 11 31 0
e 11 14 0
e 11 19 0
e 12 22 0
e 12 36 0
e 12 15 0
e 12 18 0
e 13 22 0
e 14 16 0
e 14 22 0
e 14 30 0
e 14 20 0
e 14 17 0
e 14 19 0
e 15 36 0
e 15 22 0
e 15 18 0
e 17 22 0
e 17 19 0
e 17 20 0
e 18 22 0
e 18 36 0
e 19 22 0
e 19 30 0
e 19 24 0
e 19 20 0
e 19 21 0
e 20 22 0
e 20 30 0
e 20 34 0
e 20 23 0
e 21 24 0
e 22 36 0
e 22 25 0
e 22 26 0
e 22 27 0
e 22 28 0
e 22 29 0
e 22 30 0
e 22 31 0
e 22 32 0
e 22 33 0
e 23 37 0
e 23 34 0
e 32 35 0
e 33 36 0
e 34 37 0
t # 39
v 0 28
v 1 0
v 2 9
v 3 6
v 4 12
v 5 1
v 6 3
v 7 14
v 8 13
v 9 1
v 10 0
v 11 0
v 12 26
v 13 13
v 14 12
v 15 1
v 16 2
v 17 2
v 18 14
v 19 3
v 20 5
v 21 24
v 22 7
v 23 3
v 24 0
v 25 13
v 26 4
v 27 3
v 28 13
v 29 13
v 30 13
v 31 1
v 32 0
v 33 13
v 34 3
v 35 19
v 36 6
v 37 5
v 38 2
v 39 6
v 40 16
v 41 21
v 42 2
v 43 9
v 44 9
v 45 13
v 46 13
v 47 7
v 48 35
v 49 24
v 50 2
v 51 9
v 52 0
v 53 6
v 54 9
v 55 1
v 56 13
v 57 0
v 58 13
v 59 13
v 60 9
v 61 7
v 62 6
v 63 24
v 64 24
v 65 17
v 66 13
v 67 0
v 68 15
v 69 13
v 70 0
v 71 6
v 72 9
v 73 13
v 74 8
v 75 3
v 76 24
v 77 13
v 78 13
v 79 7
v 80 1
v 81 24
v 82 14
v 83 24
v 84 24
v 85 24
v 86 5
v 87 16
v 88 24
v 89 13
v 90 12
v 91 8
e 1 34 0
e 1 46 0
e 1 80 0
e 1 72 0
e 1 85 0
e 1 65 0
e 2 18 0
e 3 33 0
e 4 34 0
e 4 87 0
e 4 85 0
e 4 86 0
e 4 51 0
e 4 40 0
e 6 45 0
e 6 34 0
e 6 66 0
e 6 23 0
e 6 19 0
e 6 24 0
e 8 85 0
e 9 21 0
e 10 47 0
e 10 34 0
e 10 20 0
e 11 34 0
e 11 21 0
e 12 34 0
e 12 61 0
e 12 85 0
e 12 84 0
e 12 83 0
e 12 76 0
e 12 49 0
e 12 31 0
e 12 22 0
e 14 41 0
e 14 34 0
e 16 34 0
e 16 50 0
e 17 82 0
e 17 80 0
e 17 65 0
e 17 34 0
e 19 45 0
e 19 34 0
e 19 66 0
e 19 23 0
e 19 24 0
e 20 47 0
e 20 34 0
e 22 34 0
e 22 72 0
e 22 61 0
e 22 31 0
e 23 34 0
e 23 25 0
e 23 36 0
e 23 61 0
e 23 26 0
e 23 31 0
e 24 45 0
e 24 66 0
e 25 34 0
e 25 27 0
e 25 36 0
e 25 33 0
e 25 28 0
e 25 48 0
e 25 29 0
e 25 30 0
e 26 34 0
e 26 61 0
e 26 37 0
e 26 31 0
e 27 34 0
e 27 36 0
e 28 34 0
e 28 85 0
e 28 52 0
e 28 32 0
e 29 33 0
e 29 34 0
e 29 48 0
e 30 33 0
e 30 48 0
e 30 34 0
e 31 34 0
e 31 37 0
e 31 72 0
e 31 61 0
e 32 34 0
e 32 74 0
e 32 78 0
e 32 85 0
e 32 67 0
e 32 52 0
e 32 86 0
e 33 89 0
e 33 91 0
e 33 34 0
e 33 57 0
e 34 80 0
e 34 72 0
e 34 35 0
e 34 85 0
e 34 79 0
e 34 36 0
e 34 37 0
e 34 60 0
e 34 38 0
e 34 66 0
e 34 39 0
e 34 81 0
e 34 86 0
e 34 40 0
e 34 87 0
e 34 65 0
e 34 82 0
e 34 41 0
e 34 62 0
e 34 42 0
e 34 43 0
e 34 44 0
e 34 63 0
e 34 68 0
e 34 59 0
e 34 73 0
e 34 77 0
e 34 45 0
e 34 84 0
e 34 83 0
e 34 74 0
e 34 78 0
e 34 88 0
e 34 90 0
e 34 46 0
e 34 47 0
e 34 69 0
e 34 48 0
e 34 64 0
e 34 76 0
e 34 49 0
e 34 50 0
e 34 51 0
e 34 52 0
e 34 71 0
e 34 53 0
e 34 61 0
e 34 54 0
e 34 55 0
e 34 70 0
e 34 56 0
e 34 57 0
e 34 67 0
e 34 58 0
e 34 75 0
e 35 59 0
e 37 85 0
e 37 60 0
e 37 61 0
e 37 76 0
e 40 86 0
e 40 85 0
e 42 62 0
e 44 63 0
e 44 85 0
e 44 64 0
e 46 80 0
e 46 65 0
e 48 66 0
e 48 73 0
e 48 77 0
e 49 79 0
e 49 85 0
e 51 85 0
e 51 87 0
e 51 79 0
e 52 74 0
e 52 78 0
e 52 67 0
e 53 68 0
e 54 85 0
e 56 75 0
e 56 69 0
e 56 70 0
e 57 75 0
e 58 80 0
e 58 85 0
e 58 71 0
e 61 72 0
e 65 82 0
e 65 80 0
e 66 73 0
e 66 77 0
e 67 78 0
e 67 85 0
e 67 74 0
e 69 75 0
e 70 75 0
e 71 80 0
e 72 85 0
e 72 80 0
e 72 79 0
e 72 76 0
e 73 77 0
e 74 78 0
e 74 85 0
e 76 79 0
e 76 85 0
e 78 85 0
e 79 85 0
e 79 80 0
e 79 87 0
e 79 84 0
e 79 89 0
e 80 85 0
e 80 89 0
e 80 81 0
e 80 82 0
e 80 87 0
e 80 84 0
e 80 83 0
e 81 85 0
e 81 84 0
e 81 87 0
e 83 85 0
e 83 84 0
e 84 85 0
e 85 90 0
e 85 86 0
e 85 87 0
e 85 88 0
e 85 89 0
e 88 90 0
e 89 91 0
t # 40
v 0 7
v 1 0
v 2 0
v 3 13
v 4 15
v 5 13
v 6 12
v 7 8
v 8 13
v 9 24
v 10 0
v 11 0
v 12 31
v 13 14
v 14 4
v 15 2
v 16 0
v 17 13
v 18 11
v 19 0
v 20 24
v 21 8
v 22 13
v 23 4
v 24 28
v 25 10
v 26 15
v 27 13
v 28 26
v 29 2
v 30 13
v 31 2
v 32 0
v 33 12
v 34 0
v 35 13
v 36 6
v 37 6
v 38 2
v 39 1
v 40 12
v 41 7
v 42 0
v 43 20
v 44 0
v 45 12
v 46 4
v 47 13
v 48 13
v 49 6
v 50 13
v 51 12
v 52 6
v 53 15
v 54 18
v 55 4
v 56 2
v 57 18
v 58 20
v 59 0
v 60 9
v 61 18
v 62 13
v 63 15
v 64 28
v 65 0
v 66 13
v 67 2
v 68 13
v 69 2
v 70 4
v 71 30
v 72 2
v 73 6
v 74 13
v 75 13
v 76 13
v 77 35
v 78 0
v 79 12
v 80 6
v 81 2
v 82 13
v 83 0
v 84 7
v 85 13
v 86 0
v 87 0
v 88 2
v 89 0
v 90 2
v 91 13
v 92 2
v 93 13
v 94 0
v 95 12
v 96 0
v 97 0
v 98 31
v 99 12
v 100 1
v 101 15
v 102 13
v 103 15
v 104 19
v 105 18
v 106 9
v 107 12
v 108 2
v 109 0
v 110 18
v 111 13
v 112 13
v 113 10
v 114 0
v 115 26
v 116 11
v 117 14
v 118 12
v 119 13
v 120 12
v 121 13
v 122 13
v 123 12
v 124 0
v 125 0
v 126 13
v 127 8
v 128 1
v 129 0
v 130 13
v 131 13
v 132 13
v 133 14
v 134 13
v 135 11
v 136 13
v 137 13
v 138 26
v 139 2
v 140 4
v 141 0
v 142 11
v 143 0
v 144 0
v 145 2
v 146 26
v 147 0
v 148 11
v 149 14
v 150 2
v 151 2
v 152 4
v 153 12
v 154 13
v 155 13
v 156 13
v 157 4
v 158 2
v 159 2
v 160 13
v 161 14
v 162 6
v 163 13
v 164 4
v 165 2
v 166 13
v 167 7
v 168 26
v 169 6
v 170 12
v 171 12
v 172 20
v 173 0
v 174 12
v 175 15
v 176 0
v 177 2
v 178 17
v 179 12
v 180 2
v 181 0
v 182 13
v 183 13
v 184 0
v 185 14
v 186 0
v 187 14
v 188 1
v 189 2
v 190 0
v 191 11
v 192 12
v 193 25
v 194 13
v 195 12
v 196 12
v 197 12
v 198 7
v 199 13
v 200 1
v 201 0
v 202 7
v 203 0
v 204 8
v 205 13
v 206 0
v 207 15
v 208 12
v 209 19
v 210 13
v 211 1
v 212 0
v 213 2
v 214 14
v 215 2
v 216 13
v 217 14
v 218 12
v 219 15
v 220 13
v 221 15
v 222 13
v 223 2
v 224 11
v 225 2
v 226 18
v 227 12
v 228 13
v 229 0
v 230 4
v 231 7
v 232 4
v 233 13
v 234 13
v 235 0
v 236 0
v 237 0
v 238 12
v 239 12
v 240 13
v 241 22
v 242 13
v 243 2
v 244 15
v 245 13
v 246 13
v 247 17
v 248 21
v 249 21
v 250 5
v 251 13
v 252 13
v 253 2
v 254 13
v 255 2
v 256 4
v 257 0
v 258 10
v 259 2
v 260 2
v 261 21
v 262 13
v 263 4
v 264 12
v 265 13
v 266 4
v 267 30
v 268 26
v 269 15
v 270 2
v 271 0
v 272 13
v 273 25
v 274 2
v 275 13
v 276 0
v 277 13
v 278 13
v 279 12
v 280 4
v 281 13
v 282 26
v 283 2
v 284 0
v 285 14
v 286 12
v 287 15
v 288 2
v 289 6
v 290 12
v 291 23
v 292 0
v 293 0
v 294 13
v 295 9
v 296 20
v 297 26
v 298 5
v 299 0
v 300 18
v 301 5
v 302 0
v 303 6
v 304 6
v 305 8
v 306 13
v 307 13
v 308 12
v 309 14
v 310 8
v 311 4
v 312 34
v 313 13
v 314 13
v 315 24
v 316 24
v 317 2
v 318 7
v 319 7
v 320 12
v 321 1
v 322 0
v 323 8
v 324 13
v 325 13
v 326 15
v 327 13
v 328 24
v 329 5
v 330 5
v 331 16
v 332 12
v 333 22
v 334 26
v 335 12
v 336 13
v 337 13
v 338 13
v 339 13
v 340 15
v 341 13
v 342 13
v 343 13
v 344 23
v 345 13
v 346 12
v 347 13
v 348 13
v 349 15
v 350 13
v 351 12
v 352 10
v 353 15
v 354 13
v 355 3
v 356 16
v 357 4
v 358 7
v 359 13
v 360 18
v 361 13
v 362 13
v 363 15
v 364 6
v 365 13
v 366 12
v 367 18
v 368 13
v 369 14
v 370 2
v 371 14
v 372 5
v 373 5
v 374 13
v 375 13
v 376 4
v 377 13
v 378 7
v 379 14
v 380 5
v 381 13
v 382 13
v 383 6
v 384 6
v 385 13
v 386 13
v 387 14
v 388 6
v 389 6
v 390 14
v 391 2
v 392 2
v 393 15
v 394 7
v 395 0
v 396 23
v 397 13
v 398 34
v 399 13
v 400 5
v 401 14
v 402 2
v 403 0
v 404 28
v 405 24
v 406 6
v 407 28
v 408 24
v 409 18
v 410 24
v 411 0
v 412 12
v 413 22
v 414 7
v 415 8
v 416 0
v 417 13
v 418 0
v 419 8
v 420 5
v 421 13
v 422 7
v 423 13
v 424 28
v 425 24
v 426 13
v 427 13
v 428 14
v 429 13
v 430 5
v 431 18
v 432 14
v 433 6
v 434 20
v 435 6
v 436 8
v 437 28
v 438 13
v 439 7
v 440 0
v 441 0
v 442 7
v 443 13
v 444 1
v 445 15
v 446 5
v 447 17
v 448 13
v 449 9
v 450 13
v 451 6
v 452 13
v 453 17
v 454 0
v 455 0
v 456 5
v 457 0
v 458 6
v 459 35
v 460 8
v 461 6
v 462 6
v 463 6
v 464 6
v 465 6
v 466 6
v 467 8
v 468 9
v 469 9
v 470 6
v 471 31
v 472 0
v 473 6
v 474 5
v 475 5
v 476 13
v 477 6
v 478 7
v 479 0
v 480 13
v 481 13
v 482 13
v 483 6
v 484 17
v 485 2
v 486 2
v 487 35
v 488 2
v 489 0
v 490 0
v 491 6
v 492 2
v 493 0
v 494 13
v 495 6
v 496 13
v 497 13
v 498 13
v 499 25
v 500 9
v 501 13
v 502 13
v 503 13
v 504 6
v 505 5
v 506 26
v 507 13
v 508 1
v 509 2
v 510 2
v 511 2
v 512 2
v 513 2
v 514 12
v 515 12
v 516 17
v 517 6
v 518 6
v 519 2
v 520 20
v 521 35
v 522 2
v 523 0
v 524 0
v 525 0
v 526 13
v 527 5
v 528 6
v 529 15
v 530 10
v 531 2
v 532 13
v 533 13
v 534 13
v 535 4
v 536 13
v 537 13
v 538 35
v 539 35
v 540 12
v 541 11
v 542 13
v 543 17
v 544 0
v 545 9
v 546 13
v 547 13
v 548 21
v 549 18
v 550 7
v 551 2
v 552 16
v 553 16
v 554 5
v 555 6
v 556 31
v 557 31
v 558 31
v 559 1
v 560 0
v 561 7
v 562 13
v 563 24
v 564 17
v 565 6
v 566 2
v 567 24
v 568 9
v 569 8
v 570 12
v 571 0
v 572 0
v 573 0
v 574 8
v 575 2
v 576 0
v 577 5
v 578 21
v 579 2
v 580 19
v 581 24
v 582 0
v 583 5
v 584 6
v 585 5
v 586 13
v 587 13
v 588 13
v 589 5
v 590 0
v 591 5
v 592 5
v 593 4
v 594 4
v 595 14
v 596 13
v 597 13
v 598 0
v 599 13
v 600 21
v 601 21
v 602 13
v 603 1
v 604 9
v 605 9
v 606 15
v 607 13
v 608 0
v 609 6
v 610 4
v 611 16
v 612 14
v 613 13
v 614 17
v 615 13
v 616 0
v 617 22
v 618 11
v 619 9
v 620 0
v 621 6
v 622 0
v 623 12
v 624 13
v 625 31
v 626 24
v 627 2
v 628 13
v 629 15
v 630 7
v 631 7
v 632 4
v 633 6
v 634 15
v 635 17
v 636 9
v 637 6
v 638 13
v 639 21
v 640 7
v 641 9
v 642 9
v 643 9
v 644 13
v 645 20
v 646 28
v 647 28
v 648 28
v 649 33
v 650 7
v 651 12
v 652 7
v 653 1
v 654 7
v 655 5
v 656 9
v 657 7
v 658 15
v 659 16
v 660 18
v 661 5
v 662 18
v 663 13
v 664 1
v 665 7
v 666 9
v 667 31
v 668 31
v 669 31
v 670 13
v 671 13
v 672 15
v 673 27
v 674 8
v 675 4
v 676 17
v 677 5
v 678 7
v 679 13
v 680 13
v 681 15
v 682 4
v 683 13
v 684 13
v 685 12
v 686 4
v 687 7
v 688 38
v 689 13
v 690 13
v 691 15
v 692 15
v 693 5
v 694 5
v 695 5
v 696 6
v 697 15
v 698 13
v 699 24
v 700 13
v 701 15
v 702 15
v 703 7
v 704 4
v 705 5
v 706 13
v 707 13
v 708 13
v 709 14
v 710 16
v 711 16
v 712 13
v 713 4
v 714 24
v 715 9
v 716 24
v 717 1
v 718 7
v 719 7
v 720 24
v 721 24
v 722 24
v 723 5
v 724 7
v 725 1
v 726 13
v 727 14
v 728 7
v 729 24
v 730 9
v 731 4
v 732 2
v 733 5
v 734 0
e 1 355 0
e 1 650 0
e 1 400 0
e 1 420 0
e 1 454 0
e 1 235 0
e 1 236 0
e 1 237 0
e 1 238 0
e 2 321 0
e 2 239 0
e 2 331 0
e 2 302 0
e 2 240 0
e 2 303 0
e 2 241 0
e 2 242 0
e 2 304 0
e 2 292 0
e 2 633 0
e 2 243 0
e 2 615 0
e 3 355 0
e 4 244 0
e 7 305 0
e 7 323 0
e 7 682 0
e 7 685 0
e 7 701 0
e 7 245 0
e 7 246 0
e 7 247 0
e 8 653 0
e 8 355 0
e 9 552 0
e 9 653 0
e 9 355 0
e 9 394 0
e 10 355 0
e 12 546 0
e 12 359 0
e 12 374 0
e 13 650 0
e 15 355 0
e 16 355 0
e 18 682 0
e 18 549 0
e 18 371 0
e 18 548 0
e 18 639 0
e 18 600 0
e 18 379 0
e 18 601 0
e 19 248 0
e 19 249 0
e 19 306 0
e 19 307 0
e 19 265 0
e 19 262 0
e 20 250 0
e 21 355 0
e 21 555 0
e 21 682 0
e 22 438 0
e 22 448 0
e 24 251 0
e 24 252 0
e 25 682 0
e 25 355 0
e 28 590 0
e 28 625 0
e 29 682 0
e 32 355 0
e 33 355 0
e 34 355 0
e 36 355 0
e 36 472 0
e 36 609 0
e 38 355 0
e 38 253 0
e 40 254 0
e 42 355 0
e 42 590 0
e 45 625 0
e 46 355 0
e 47 355 0
e 47 645 0
e 48 550 0
e 48 380 0
e 48 355 0
e 48 342 0
e 49 255 0
e 51 355 0
e 51 333 0
e 53 355 0
e 55 256 0
e 56 425 0
e 56 355 0
e 56 257 0
e 57 271 0
e 57 355 0
e 58 285 0
e 58 660 0
e 59 543 0
e 59 363 0
e 59 355 0
e 60 703 0
e 60 687 0
e 67 597 0
e 67 367 0
e 67 544 0
e 67 598 0
e 67 355 0
e 68 650 0
e 68 355 0
e 68 485 0
e 69 492 0
e 70 624 0
e 70 354 0
e 72 355 0
e 72 368 0
e 75 508 0
e 76 664 0
e 76 355 0
e 76 686 0
e 76 675 0
e 76 734 0
e 76 339 0
e 76 732 0
e 76 650 0
e 76 653 0
e 76 258 0
e 80 259 0
e 81 355 0
e 81 479 0
e 82 355 0
e 83 308 0
e 83 260 0
e 84 309 0
e 84 261 0
e 85 312 0
e 86 355 0
e 86 680 0
e 86 653 0
e 86 671 0
e 88 355 0
e 90 705 0
e 90 655 0
e 90 650 0
e 90 605 0
e 90 640 0
e 90 355 0
e 90 445 0
e 90 631 0
e 90 636 0
e 90 561 0
e 91 311 0
e 91 262 0
e 91 263 0
e 92 355 0
e 94 355 0
e 94 292 0
e 95 628 0
e 96 290 0
e 97 682 0
e 97 355 0
e 97 692 0
e 97 442 0
e 99 264 0
e 101 682 0
e 103 682 0
e 105 650 0
e 105 656 0
e 105 355 0
e 105 338 0
e 106 653 0
e 106 661 0
e 107 355 0
e 107 337 0
e 107 348 0
e 107 338 0
e 107 339 0
e 107 345 0
e 107 334 0
e 107 343 0
e 107 690 0
e 107 636 0
e 107 705 0
e 107 716 0
e 107 650 0
e 107 653 0
e 107 682 0
e 107 354 0
e 107 691 0
e 107 341 0
e 107 353 0
e 107 352 0
e 107 347 0
e 107 349 0
e 107 351 0
e 107 297 0
e 108 355 0
e 109 355 0
e 109 582 0
e 110 650 0
e 110 656 0
e 110 355 0
e 110 338 0
e 112 311 0
e 112 265 0
e 112 266 0
e 113 355 0
e 114 355 0
e 115 355 0
e 115 356 0
e 115 273 0
e 115 636 0
e 115 469 0
e 115 653 0
e 116 267 0
e 118 625 0
e 120 355 0
e 120 337 0
e 120 348 0
e 120 338 0
e 120 339 0
e 120 345 0
e 120 334 0
e 120 343 0
e 120 326 0
e 120 313 0
e 120 688 0
e 120 704 0
e 120 340 0
e 120 708 0
e 120 560 0
e 120 634 0
e 120 682 0
e 120 689 0
e 120 268 0
e 120 445 0
e 120 269 0
e 123 355 0
e 124 290 0
e 125 585 0
e 125 504 0
e 125 355 0
e 125 270 0
e 126 644 0
e 126 427 0
e 126 348 0
e 127 355 0
e 128 355 0
e 129 271 0
e 130 448 0
e 132 272 0
e 136 650 0
e 136 355 0
e 136 486 0
e 137 646 0
e 137 706 0
e 137 651 0
e 138 575 0
e 139 612 0
e 139 582 0
e 140 355 0
e 141 355 0
e 144 355 0
e 145 355 0
e 145 705 0
e 145 711 0
e 145 276 0
e 145 665 0
e 145 653 0
e 146 355 0
e 146 356 0
e 146 273 0
e 146 636 0
e 146 468 0
e 146 653 0
e 147 355 0
e 147 636 0
e 147 478 0
e 147 274 0
e 148 275 0
e 148 653 0
e 150 355 0
e 150 705 0
e 150 710 0
e 150 276 0
e 150 665 0
e 150 653 0
e 151 650 0
e 151 712 0
e 151 599 0
e 151 355 0
e 151 705 0
e 151 713 0
e 151 636 0
e 152 437 0
e 152 705 0
e 152 355 0
e 152 277 0
e 155 355 0
e 155 476 0
e 155 306 0
e 156 355 0
e 156 278 0
e 156 279 0
e 157 280 0
e 158 492 0
e 159 355 0
e 160 438 0
e 161 355 0
e 161 697 0
e 161 606 0
e 162 355 0
e 162 434 0
e 162 296 0
e 165 281 0
e 167 355 0
e 168 282 0
e 169 355 0
e 169 283 0
e 170 458 0
e 170 355 0
e 170 284 0
e 172 285 0
e 172 660 0
e 173 355 0
e 173 590 0
e 174 628 0
e 174 286 0
e 175 287 0
e 176 682 0
e 176 355 0
e 177 355 0
e 177 705 0
e 179 355 0
e 180 436 0
e 181 288 0
e 182 355 0
e 183 289 0
e 183 696 0
e 183 355 0
e 183 682 0
e 184 290 0
e 185 320 0
e 185 291 0
e 188 636 0
e 188 355 0
e 188 650 0
e 190 355 0
e 194 355 0
e 194 476 0
e 194 307 0
e 195 650 0
e 195 355 0
e 196 355 0
e 198 402 0
e 198 355 0
e 198 321 0
e 198 292 0
e 199 651 0
e 199 658 0
e 200 653 0
e 200 552 0
e 200 670 0
e 200 394 0
e 200 355 0
e 201 355 0
e 203 355 0
e 204 355 0
e 206 355 0
e 206 322 0
e 206 293 0
e 208 355 0
e 208 407 0
e 208 294 0
e 210 295 0
e 211 653 0
e 211 552 0
e 211 670 0
e 211 394 0
e 211 355 0
e 212 355 0
e 212 416 0
e 213 355 0
e 213 434 0
e 213 296 0
e 215 355 0
e 218 355 0
e 218 354 0
e 218 341 0
e 218 342 0
e 218 343 0
e 218 350 0
e 218 682 0
e 218 562 0
e 218 650 0
e 218 636 0
e 219 639 0
e 219 355 0
e 222 355 0
e 222 296 0
e 223 355 0
e 223 705 0
e 223 714 0
e 225 355 0
e 226 355 0
e 227 355 0
e 227 349 0
e 227 297 0
e 229 582 0
e 230 355 0
e 230 510 0
e 230 298 0
e 231 682 0
e 231 402 0
e 231 355 0
e 231 299 0
e 231 300 0
e 232 355 0
e 232 510 0
e 232 301 0
e 235 355 0
e 236 355 0
e 237 355 0
e 238 355 0
e 239 321 0
e 239 331 0
e 240 302 0
e 242 302 0
e 243 303 0
e 243 304 0
e 247 305 0
e 247 323 0
e 247 682 0
e 247 685 0
e 247 701 0
e 248 306 0
e 249 307 0
e 251 355 0
e 252 355 0
e 253 355 0
e 257 425 0
e 257 355 0
e 258 664 0
e 260 308 0
e 261 309 0
e 262 310 0
e 262 324 0
e 263 311 0
e 265 310 0
e 265 324 0
e 266 311 0
e 268 312 0
e 269 326 0
e 269 355 0
e 269 688 0
e 269 704 0
e 269 708 0
e 269 560 0
e 269 634 0
e 269 682 0
e 269 345 0
e 269 332 0
e 269 689 0
e 269 348 0
e 269 445 0
e 269 313 0
e 269 334 0
e 269 340 0
e 270 705 0
e 270 504 0
e 270 355 0
e 272 314 0
e 273 355 0
e 273 653 0
e 273 659 0
e 273 356 0
e 273 468 0
e 273 469 0
e 274 355 0
e 274 636 0
e 274 478 0
e 276 705 0
e 276 355 0
e 276 718 0
e 276 439 0
e 276 589 0
e 276 724 0
e 276 733 0
e 276 728 0
e 276 709 0
e 276 715 0
e 276 591 0
e 276 592 0
e 276 608 0
e 276 315 0
e 276 316 0
e 276 710 0
e 276 662 0
e 276 711 0
e 276 373 0
e 276 512 0
e 276 522 0
e 276 566 0
